var	name	value	density
TissueA	A	4.9	0.015333459801009645
TissueA	A	7.475862068965517	0.019344392506867942
TissueA	A	10.051724137931034	0.023055033237668394
TissueA	A	12.62758620689655	0.025997522807160785
TissueA	A	15.203448275862067	0.027791079943904142
TissueA	A	17.779310344827586	0.028235287352288484
TissueA	A	20.3551724137931	0.027353336706539135
TissueA	A	22.93103448275862	0.025370212209547896
TissueA	A	25.506896551724132	0.022637163597815632
TissueA	A	28.082758620689653	0.019534094919170592
TissueA	A	30.658620689655166	0.016386218747803438
TissueA	A	33.234482758620686	0.01341961828112446
TissueA	A	35.8103448275862	0.010759742283303527
TissueA	A	38.38620689655172	0.008458714968894806
TissueA	A	40.96206896551723	0.006530314662627286
TissueA	A	43.537931034482746	0.0049764708591983845
TissueA	A	46.113793103448266	0.0037996665423107616
TissueA	A	48.68965517241379	0.003003612338870648
TissueA	A	51.2655172413793	0.002586598359155217
TissueA	A	53.84137931034481	0.00253065282589276
TissueA	A	56.41724137931033	0.002789415370218067
TissueA	A	58.99310344827585	0.0032796523727001026
TissueA	A	61.56896551724137	0.003882803865622129
TissueA	A	64.14482758620689	0.004460505757459673
TissueA	A	66.72068965517241	0.004881580900970374
TissueA	A	69.29655172413793	0.005051288319976956
TissueA	A	71.87241379310345	0.0049313287310585
TissueA	A	74.44827586206895	0.004543049253813327
TissueA	A	77.02413793103447	0.0039540245599248664
TissueA	A	79.6	0.003254958559692352
TissueB	A	5.4	0.015208611201724008
TissueB	A	7.744827586206897	0.018502952482803692
TissueB	A	10.089655172413792	0.02137973825271781
TissueB	A	12.434482758620689	0.023517167095591603
TissueB	A	14.779310344827586	0.02470199676923409
TissueB	A	17.124137931034483	0.024876873525352613
TissueB	A	19.46896551724138	0.02414274212415848
TissueB	A	21.813793103448276	0.022717013333957575
TissueB	A	24.158620689655173	0.02086570463379858
TissueB	A	26.50344827586207	0.018836260266725614
TissueB	A	28.848275862068967	0.01681347518935879
TissueB	A	31.193103448275863	0.01490736101305338
TissueB	A	33.53793103448275	0.013167056656689316
TissueB	A	35.88275862068965	0.011606506825593856
TissueB	A	38.22758620689655	0.010228097535231958
TissueB	A	40.57241379310344	0.009036751517802078
TissueB	A	42.91724137931034	0.008043850718289265
TissueB	A	45.26206896551724	0.007264104176350589
TissueB	A	47.606896551724134	0.006708816651163428
TissueB	A	49.95172413793103	0.006377897720951994
TissueB	A	52.29655172413793	0.006252320883921369
TissueB	A	54.641379310344824	0.006289065683601805
TissueB	A	56.98620689655172	0.006420987472998336
TissueB	A	59.33103448275862	0.006563448877239682
TissueB	A	61.67586206896551	0.0066275624362309975
TissueB	A	64.0206896551724	0.006537235913269998
TissueB	A	66.36551724137931	0.0062451957415083845
TissueB	A	68.7103448275862	0.0057429211841653035
TissueB	A	71.0551724137931	0.005061232899878399
TissueB	A	73.4	0.004261412966794581
TissueA	B	6.8	0.02158514983645712
TissueA	B	9.772413793103448	0.026238049339663647
TissueA	B	12.744827586206895	0.029301825898276342
TissueA	B	15.717241379310344	0.030092909213173574
TissueA	B	18.689655172413794	0.028464538805759627
TissueA	B	21.662068965517243	0.024864766059000745
TissueA	B	24.63448275862069	0.020163096468621355
TissueA	B	27.606896551724137	0.015340469263575221
TissueA	B	30.579310344827586	0.011193595464214195
TissueA	B	33.55172413793103	0.00816733976341604
TissueA	B	36.52413793103448	0.0063411470905132845
TissueA	B	39.49655172413793	0.005522866804222205
TissueA	B	42.46896551724137	0.005380359511874202
TissueA	B	45.44137931034482	0.005559465668883406
TissueA	B	48.41379310344827	0.005767107496887377
TissueA	B	51.38620689655172	0.005817593500312294
TissueA	B	54.35862068965517	0.005644324867555371
TissueA	B	57.33103448275862	0.0052784803625015786
TissueA	B	60.30344827586207	0.004802097327767558
TissueA	B	63.275862068965516	0.004294712608526101
TissueA	B	66.24827586206897	0.0037984474589818806
TissueA	B	69.22068965517241	0.0033163643215720967
TissueA	B	72.19310344827586	0.0028376673705987373
TissueA	B	75.1655172413793	0.002366774084158825
TissueA	B	78.13793103448275	0.0019339165364568355
TissueA	B	81.1103448275862	0.0015809939974363429
TissueA	B	84.08275862068965	0.0013348281131493301
TissueA	B	87.0551724137931	0.0011878247578012801
TissueA	B	90.02758620689654	0.0010994481672984278
TissueA	B	93.0	0.0010169938434233083
TissueB	B	4.4	0.012791471593384143
TissueB	B	6.979310344827587	0.01601894135682301
TissueB	B	9.558620689655172	0.019049618828167185
TissueB	B	12.137931034482758	0.021583231503120765
TissueB	B	14.717241379310344	0.02338540773500612
TissueB	B	17.29655172413793	0.02432728730624637
TissueB	B	19.875862068965517	0.024392284415847593
TissueB	B	22.4551724137931	0.023654873410193716
TissueB	B	25.03448275862069	0.022247502933323466
TissueB	B	27.613793103448273	0.020331734100618955
TissueB	B	30.193103448275863	0.018080379467289565
TissueB	B	32.772413793103446	0.015667164826086107
TissueB	B	35.35172413793103	0.013256845106094779
TissueB	B	37.93103448275862	0.01099270206522214
TissueB	B	40.5103448275862	0.00898459093450263
TissueB	B	43.08965517241379	0.0073031297008830775
TissueB	B	45.668965517241375	0.005982577098543292
TissueB	B	48.24827586206896	0.005029597246506029
TissueB	B	50.82758620689655	0.004431931363561794
TissueB	B	53.40689655172413	0.004162091002483272
TissueB	B	55.98620689655172	0.004175336701359087
TissueB	B	58.565517241379304	0.004405467753071617
TissueB	B	61.144827586206894	0.004763823712577028
TissueB	B	63.72413793103448	0.005145576395789146
TissueB	B	66.30344827586207	0.005443812383437314
TissueB	B	68.88275862068966	0.0055680226315290866
TissueB	B	71.46206896551725	0.005461309155463802
TissueB	B	74.04137931034482	0.005110779283108998
TissueB	B	76.62068965517241	0.004547867215935221
TissueB	B	79.2	0.0038385682344372132
